Date,Hour,Zone_Name,Feeder_ID,Energy_Consumption_kWh,Grid_Voltage,Power_Cut_Flag
2025-01-02,6,Swargate,MSEDCL_Swa_F1,894.0,233.93,0
2025-01-02,6,Koregaon Park,MSEDCL_Kor_F1,1061.55,236.52,0
2025-01-02,6,Hadapsar,MSEDCL_Had_F1,1059.49,235.64,0
2025-01-02,6,Viman Nagar,MSEDCL_Vim_F1,1429.19,240.19,0
2025-01-02,7,Hinjewadi,MSEDCL_Hin_F1,1567.14,242.85,0
2025-01-02,7,Kothrud,MSEDCL_Kot_F1,942.35,243.61,0
2025-01-02,7,Swargate,MSEDCL_Swa_F1,1014.39,229.56,0
2025-01-02,7,Koregaon Park,MSEDCL_Kor_F1,1121.95,243.01,0
2025-01-02,7,Hadapsar,MSEDCL_Had_F1,1060.11,239.61,0
2025-01-02,7,Viman Nagar,MSEDCL_Vim_F1,1476.46,240.85,0
2025-01-02,8,Hinjewadi,MSEDCL_Hin_F1,1282.31,237.69,0
2025-01-02,8,Kothrud,MSEDCL_Kot_F1,1028.13,240.28,0
2025-01-02,8,Swargate,MSEDCL_Swa_F1,935.82,236.9,0
2025-01-02,8,Koregaon Park,MSEDCL_Kor_F1,1104.48,251.86,0
2025-01-02,8,Hadapsar,MSEDCL_Had_F1,1077.66,235.58,0
2025-01-02,8,Viman Nagar,MSEDCL_Vim_F1,1241.06,237.83,0
2025-01-02,9,Hinjewadi,MSEDCL_Hin_F1,5111.08,238.01,0
2025-01-02,9,Kothrud,MSEDCL_Kot_F1,1013.05,235.8,0
2025-01-02,9,Swargate,MSEDCL_Swa_F1,1071.73,243.98,0
2025-01-02,9,Koregaon Park,MSEDCL_Kor_F1,801.33,236.73,0
2025-01-02,9,Hadapsar,MSEDCL_Had_F1,1052.49,239.64,0
2025-01-02,9,Viman Nagar,MSEDCL_Vim_F1,5433.09,239.0,0
2025-01-02,10,Hinjewadi,MSEDCL_Hin_F1,4543.91,238.02,0
2025-01-02,10,Kothrud,MSEDCL_Kot_F1,1086.91,230.85,0
2025-01-02,10,Swargate,MSEDCL_Swa_F1,1004.63,241.69,0
2025-01-02,10,Koregaon Park,MSEDCL_Kor_F1,844.29,246.8,0
2025-01-02,10,Hadapsar,MSEDCL_Had_F1,1031.34,241.09,0
2025-01-02,10,Viman Nagar,MSEDCL_Vim_F1,5002.37,240.44,0
2025-01-02,11,Hinjewadi,MSEDCL_Hin_F1,4600.23,241.8,0
2025-01-02,11,Kothrud,MSEDCL_Kot_F1,988.72,251.03,0
2025-01-02,11,Swargate,MSEDCL_Swa_F1,1121.14,247.04,0
2025-01-02,11,Koregaon Park,MSEDCL_Kor_F1,825.93,237.57,0
2025-01-02,11,Hadapsar,MSEDCL_Had_F1,995.16,190.0,1
2025-01-02,11,Viman Nagar,MSEDCL_Vim_F1,4859.51,241.79,0
2025-01-02,12,Hinjewadi,MSEDCL_Hin_F1,4576.3,247.22,0
2025-01-02,12,Kothrud,MSEDCL_Kot_F1,1108.05,233.21,0
2025-01-02,12,Swargate,MSEDCL_Swa_F1,1014.24,249.51,0
2025-01-02,12,Koregaon Park,MSEDCL_Kor_F1,1240.24,235.76,0
2025-01-02,12,Hadapsar,MSEDCL_Had_F1,990.77,247.1,0
2025-01-02,12,Viman Nagar,MSEDCL_Vim_F1,4422.95,236.86,0
2025-01-02,13,Hinjewadi,MSEDCL_Hin_F1,5260.37,233.54,0
2025-01-02,13,Kothrud,MSEDCL_Kot_F1,951.29,247.41,0
2025-01-02,13,Swargate,MSEDCL_Swa_F1,1258.06,245.89,0
2025-01-02,13,Koregaon Park,MSEDCL_Kor_F1,1018.66,243.51,0
2025-01-02,13,Hadapsar,MSEDCL_Had_F1,1075.97,247.1,0
2025-01-02,13,Viman Nagar,MSEDCL_Vim_F1,4851.25,231.99,0
2025-01-02,14,Hinjewadi,MSEDCL_Hin_F1,4794.81,233.75,0
2025-01-02,14,Kothrud,MSEDCL_Kot_F1,927.27,237.62,0
2025-01-02,14,Swargate,MSEDCL_Swa_F1,1070.91,245.05,0
2025-01-02,14,Koregaon Park,MSEDCL_Kor_F1,985.91,235.49,0
2025-01-02,14,Hadapsar,MSEDCL_Had_F1,1041.13,238.54,0
2025-01-02,14,Viman Nagar,MSEDCL_Vim_F1,4269.85,236.82,0
2025-01-02,15,Hinjewadi,MSEDCL_Hin_F1,4243.8,241.87,0
2025-01-02,15,Kothrud,MSEDCL_Kot_F1,904.65,232.58,0
2025-01-02,15,Swargate,MSEDCL_Swa_F1,945.82,242.97,0
2025-01-02,15,Koregaon Park,MSEDCL_Kor_F1,1027.18,245.67,0
2025-01-02,15,Hadapsar,MSEDCL_Had_F1,1188.49,241.83,0
2025-01-02,15,Viman Nagar,MSEDCL_Vim_F1,4028.73,244.13,0
2025-01-02,16,Hinjewadi,MSEDCL_Hin_F1,4548.9,245.09,0
2025-01-02,16,Kothrud,MSEDCL_Kot_F1,1023.56,241.41,0
2025-01-02,16,Swargate,MSEDCL_Swa_F1,932.17,240.5,0
2025-01-02,16,Koregaon Park,MSEDCL_Kor_F1,950.17,240.25,0
2025-01-02,16,Hadapsar,MSEDCL_Had_F1,935.33,238.4,0
2025-01-02,16,Viman Nagar,MSEDCL_Vim_F1,5931.83,244.32,0
2025-01-02,17,Hinjewadi,MSEDCL_Hin_F1,5640.19,247.43,0
2025-01-02,17,Kothrud,MSEDCL_Kot_F1,950.71,240.67,0
2025-01-02,17,Swargate,MSEDCL_Swa_F1,933.65,242.16,0
2025-01-02,17,Koregaon Park,MSEDCL_Kor_F1,1152.54,230.42,0
2025-01-02,17,Hadapsar,MSEDCL_Had_F1,931.03,245.16,0
2025-01-02,17,Viman Nagar,MSEDCL_Vim_F1,5173.28,236.71,0
2025-01-02,18,Hinjewadi,MSEDCL_Hin_F1,3903.47,244.81,0
2025-01-02,18,Kothrud,MSEDCL_Kot_F1,2907.03,238.86,0
2025-01-02,18,Swargate,MSEDCL_Swa_F1,2844.92,237.78,0
2025-01-02,18,Koregaon Park,MSEDCL_Kor_F1,3422.36,239.6,0
2025-01-02,18,Hadapsar,MSEDCL_Had_F1,3079.0,190.0,1
2025-01-02,18,Viman Nagar,MSEDCL_Vim_F1,5831.03,243.67,0
2025-01-02,19,Hinjewadi,MSEDCL_Hin_F1,5224.44,238.2,0
2025-01-02,19,Kothrud,MSEDCL_Kot_F1,3351.91,237.25,0
2025-01-02,19,Swargate,MSEDCL_Swa_F1,2497.17,235.39,0
2025-01-02,19,Koregaon Park,MSEDCL_Kor_F1,2637.03,244.35,0
2025-01-02,19,Hadapsar,MSEDCL_Had_F1,3246.06,246.92,0
2025-01-02,19,Viman Nagar,MSEDCL_Vim_F1,5221.08,241.58,0
2025-01-02,20,Hinjewadi,MSEDCL_Hin_F1,1803.78,237.05,0
2025-01-02,20,Kothrud,MSEDCL_Kot_F1,3101.43,237.08,0
2025-01-02,20,Swargate,MSEDCL_Swa_F1,2317.93,237.22,0
2025-01-02,20,Koregaon Park,MSEDCL_Kor_F1,3265.23,239.59,0
2025-01-02,20,Hadapsar,MSEDCL_Had_F1,2889.67,240.32,0
2025-01-02,20,Viman Nagar,MSEDCL_Vim_F1,1730.06,245.07,0
2025-01-02,21,Hinjewadi,MSEDCL_Hin_F1,1886.86,240.78,0
2025-01-02,21,Kothrud,MSEDCL_Kot_F1,3372.76,232.32,0
2025-01-02,21,Swargate,MSEDCL_Swa_F1,3060.92,243.82,0
2025-01-02,21,Koregaon Park,MSEDCL_Kor_F1,3308.15,237.44,0
2025-01-02,21,Hadapsar,MSEDCL_Had_F1,2938.42,239.96,0
2025-01-02,21,Viman Nagar,MSEDCL_Vim_F1,1556.42,242.89,0
2025-01-02,22,Hinjewadi,MSEDCL_Hin_F1,1201.96,245.92,0
2025-01-02,22,Kothrud,MSEDCL_Kot_F1,3239.84,241.07,0
2025-01-02,22,Swargate,MSEDCL_Swa_F1,2468.49,235.15,0
2025-01-02,22,Koregaon Park,MSEDCL_Kor_F1,3082.69,240.59,0
2025-01-02,22,Hadapsar,MSEDCL_Had_F1,3306.53,240.61,0
2025-01-02,22,Viman Nagar,MSEDCL_Vim_F1,1742.1,252.53,0
2025-01-02,23,Hinjewadi,MSEDCL_Hin_F1,1285.31,233.02,0
2025-01-02,23,Kothrud,MSEDCL_Kot_F1,2523.57,243.97,0
2025-01-02,23,Swargate,MSEDCL_Swa_F1,2987.39,247.55,0
2025-01-02,23,Koregaon Park,MSEDCL_Kor_F1,3307.52,243.89,0
2025-01-02,23,Hadapsar,MSEDCL_Had_F1,2446.37,241.04,0
2025-01-02,23,Viman Nagar,MSEDCL_Vim_F1,1520.81,244.26,0
2025-01-03,0,Hinjewadi,MSEDCL_Hin_F1,1171.24,240.61,0
2025-01-03,0,Kothrud,MSEDCL_Kot_F1,1150.32,238.61,0
2025-01-03,0,Swargate,MSEDCL_Swa_F1,1094.74,243.52,0
2025-01-03,0,Koregaon Park,MSEDCL_Kor_F1,938.27,244.9,0
2025-01-03,0,Hadapsar,MSEDCL_Had_F1,766.57,244.16,0
2025-01-03,0,Viman Nagar,MSEDCL_Vim_F1,1542.75,245.67,0
2025-01-03,1,Hinjewadi,MSEDCL_Hin_F1,1761.85,230.79,0
2025-01-03,1,Kothrud,MSEDCL_Kot_F1,1166.1,239.02,0
2025-01-03,1,Swargate,MSEDCL_Swa_F1,955.0,236.42,0
2025-01-03,1,Koregaon Park,MSEDCL_Kor_F1,1119.5,240.54,0
2025-01-03,1,Hadapsar,MSEDCL_Had_F1,1101.48,239.89,0
2025-01-03,1,Viman Nagar,MSEDCL_Vim_F1,1010.81,244.96,0
2025-01-03,2,Hinjewadi,MSEDCL_Hin_F1,1660.16,233.96,0
2025-01-03,2,Kothrud,MSEDCL_Kot_F1,1027.63,233.42,0
2025-01-03,2,Swargate,MSEDCL_Swa_F1,898.96,247.33,0
2025-01-03,2,Koregaon Park,MSEDCL_Kor_F1,1038.43,236.97,0
2025-01-03,2,Hadapsar,MSEDCL_Had_F1,932.9,250.04,0
2025-01-03,2,Viman Nagar,MSEDCL_Vim_F1,1731.68,234.21,0
2025-01-03,3,Hinjewadi,MSEDCL_Hin_F1,1461.0,230.19,0
2025-01-03,3,Kothrud,MSEDCL_Kot_F1,1022.5,240.41,0
2025-01-03,3,Swargate,MSEDCL_Swa_F1,751.34,248.46,0
2025-01-03,3,Koregaon Park,MSEDCL_Kor_F1,990.64,250.42,0
2025-01-03,3,Hadapsar,MSEDCL_Had_F1,972.9,238.9,0
2025-01-03,3,Viman Nagar,MSEDCL_Vim_F1,1570.63,239.88,0
2025-01-03,4,Hinjewadi,MSEDCL_Hin_F1,1824.41,242.06,0
2025-01-03,4,Kothrud,MSEDCL_Kot_F1,1237.03,241.02,0
2025-01-03,4,Swargate,MSEDCL_Swa_F1,900.07,244.69,0
2025-01-03,4,Koregaon Park,MSEDCL_Kor_F1,1010.37,240.18,0
2025-01-03,4,Hadapsar,MSEDCL_Had_F1,995.26,232.06,0
2025-01-03,4,Viman Nagar,MSEDCL_Vim_F1,1490.63,246.17,0
2025-01-03,5,Hinjewadi,MSEDCL_Hin_F1,1557.76,240.76,0
2025-01-03,5,Kothrud,MSEDCL_Kot_F1,940.77,238.37,0
2025-01-03,5,Swargate,MSEDCL_Swa_F1,838.92,240.76,0
2025-01-03,5,Koregaon Park,MSEDCL_Kor_F1,1003.68,243.0,0
2025-01-03,5,Hadapsar,MSEDCL_Had_F1,926.71,239.88,0
2025-01-03,5,Viman Nagar,MSEDCL_Vim_F1,1298.37,241.2,0
2025-01-03,6,Hinjewadi,MSEDCL_Hin_F1,1463.24,247.83,0
2025-01-03,6,Kothrud,MSEDCL_Kot_F1,1047.14,230.46,0
2025-01-03,6,Swargate,MSEDCL_Swa_F1,1009.26,245.71,0
2025-01-03,6,Koregaon Park,MSEDCL_Kor_F1,870.12,233.25,0
2025-01-03,6,Hadapsar,MSEDCL_Had_F1,1006.08,239.17,0
2025-01-03,6,Viman Nagar,MSEDCL_Vim_F1,1474.07,238.08,0
2025-01-03,7,Hinjewadi,MSEDCL_Hin_F1,1297.63,237.63,0
2025-01-03,7,Kothrud,MSEDCL_Kot_F1,909.71,235.08,0
2025-01-03,7,Swargate,MSEDCL_Swa_F1,1060.25,233.26,0
2025-01-03,7,Koregaon Park,MSEDCL_Kor_F1,921.97,240.42,0
2025-01-03,7,Hadapsar,MSEDCL_Had_F1,1212.45,233.29,0
2025-01-03,7,Viman Nagar,MSEDCL_Vim_F1,1745.92,241.8,0
2025-01-03,8,Hinjewadi,MSEDCL_Hin_F1,1680.71,229.77,0
2025-01-03,8,Kothrud,MSEDCL_Kot_F1,894.98,238.01,0
2025-01-03,8,Swargate,MSEDCL_Swa_F1,1040.39,237.85,0
2025-01-03,8,Koregaon Park,MSEDCL_Kor_F1,1145.2,240.45,0
2025-01-03,8,Hadapsar,MSEDCL_Had_F1,961.54,232.74,0
2025-01-03,8,Viman Nagar,MSEDCL_Vim_F1,1833.84,240.45,0
