Date,Hour,Zone_Name,Junction_ID,Vehicle_Volume,Avg_Speed_Kmph,Congestion_Index
2025-01-01,20,Swargate,SWA_J01,645,36,43
2025-01-01,20,Koregaon Park,KOR_J01,300,49,20
2025-01-01,20,Hadapsar,HAD_J01,1455,9,97
2025-01-01,20,Viman Nagar,VIM_J01,675,50,45
2025-01-01,21,Hinjewadi,HIN_J01,1440,14,96
2025-01-01,21,Kothrud,KOT_J01,735,37,49
2025-01-01,21,Swargate,SWA_J01,375,41,25
2025-01-01,21,Koregaon Park,KOR_J01,540,50,36
2025-01-01,21,Hadapsar,HAD_J01,1425,13,95
2025-01-01,21,Viman Nagar,VIM_J01,270,54,18
2025-01-01,22,Hinjewadi,HIN_J01,240,57,16
2025-01-01,22,Kothrud,KOT_J01,210,56,14
2025-01-01,22,Swargate,SWA_J01,495,59,33
2025-01-01,22,Koregaon Park,KOR_J01,195,58,13
2025-01-01,22,Hadapsar,HAD_J01,555,41,37
2025-01-01,22,Viman Nagar,VIM_J01,720,44,48
2025-01-01,23,Hinjewadi,HIN_J01,315,58,21
2025-01-01,23,Kothrud,KOT_J01,525,55,35
2025-01-01,23,Swargate,SWA_J01,345,34,23
2025-01-01,23,Koregaon Park,KOR_J01,285,40,19
2025-01-01,23,Hadapsar,HAD_J01,615,58,41
2025-01-01,23,Viman Nagar,VIM_J01,300,38,20
2025-01-02,0,Hinjewadi,HIN_J01,420,42,28
2025-01-02,0,Kothrud,KOT_J01,705,35,47
2025-01-02,0,Swargate,SWA_J01,300,47,20
2025-01-02,0,Koregaon Park,KOR_J01,420,47,28
2025-01-02,0,Hadapsar,HAD_J01,255,52,17
2025-01-02,0,Viman Nagar,VIM_J01,330,41,22
2025-01-02,1,Hinjewadi,HIN_J01,645,44,43
2025-01-02,1,Kothrud,KOT_J01,255,50,17
2025-01-02,1,Swargate,SWA_J01,180,43,12
2025-01-02,1,Koregaon Park,KOR_J01,150,35,10
2025-01-02,1,Hadapsar,HAD_J01,465,32,31
2025-01-02,1,Viman Nagar,VIM_J01,465,55,31
2025-01-02,2,Hinjewadi,HIN_J01,435,56,29
2025-01-02,2,Kothrud,KOT_J01,315,36,21
2025-01-02,2,Swargate,SWA_J01,330,57,22
2025-01-02,2,Koregaon Park,KOR_J01,195,41,13
2025-01-02,2,Hadapsar,HAD_J01,225,57,15
2025-01-02,2,Viman Nagar,VIM_J01,390,32,26
2025-01-02,3,Hinjewadi,HIN_J01,285,49,19
2025-01-02,3,Kothrud,KOT_J01,660,31,44
2025-01-02,3,Swargate,SWA_J01,450,45,30
2025-01-02,3,Koregaon Park,KOR_J01,420,57,28
2025-01-02,3,Hadapsar,HAD_J01,495,51,33
2025-01-02,3,Viman Nagar,VIM_J01,150,52,10
2025-01-02,4,Hinjewadi,HIN_J01,240,48,16
2025-01-02,4,Kothrud,KOT_J01,435,50,29
2025-01-02,4,Swargate,SWA_J01,450,33,30
2025-01-02,4,Koregaon Park,KOR_J01,270,30,18
2025-01-02,4,Hadapsar,HAD_J01,330,53,22
2025-01-02,4,Viman Nagar,VIM_J01,285,54,19
2025-01-02,5,Hinjewadi,HIN_J01,165,43,11
2025-01-02,5,Kothrud,KOT_J01,480,55,32
2025-01-02,5,Swargate,SWA_J01,330,34,22
2025-01-02,5,Koregaon Park,KOR_J01,315,34,21
2025-01-02,5,Hadapsar,HAD_J01,210,38,14
2025-01-02,5,Viman Nagar,VIM_J01,315,59,21
2025-01-02,6,Hinjewadi,HIN_J01,195,44,13
2025-01-02,6,Kothrud,KOT_J01,180,32,12
2025-01-02,6,Swargate,SWA_J01,585,48,39
2025-01-02,6,Koregaon Park,KOR_J01,540,40,36
2025-01-02,6,Hadapsar,HAD_J01,240,40,16
2025-01-02,6,Viman Nagar,VIM_J01,540,56,36
2025-01-02,7,Hinjewadi,HIN_J01,690,44,46
2025-01-02,7,Kothrud,KOT_J01,690,38,46
2025-01-02,7,Swargate,SWA_J01,555,46,37
2025-01-02,7,Koregaon Park,KOR_J01,195,32,13
2025-01-02,7,Hadapsar,HAD_J01,465,56,31
2025-01-02,7,Viman Nagar,VIM_J01,330,35,22
2025-01-02,8,Hinjewadi,HIN_J01,255,34,17
2025-01-02,8,Kothrud,KOT_J01,270,41,18
2025-01-02,8,Swargate,SWA_J01,720,40,48
2025-01-02,8,Koregaon Park,KOR_J01,465,47,31
2025-01-02,8,Hadapsar,HAD_J01,465,47,31
2025-01-02,8,Viman Nagar,VIM_J01,630,39,42
2025-01-02,9,Hinjewadi,HIN_J01,1440,10,96
2025-01-02,9,Kothrud,KOT_J01,255,36,17
2025-01-02,9,Swargate,SWA_J01,390,58,26
2025-01-02,9,Koregaon Park,KOR_J01,585,39,39
2025-01-02,9,Hadapsar,HAD_J01,1290,9,86
2025-01-02,9,Viman Nagar,VIM_J01,270,44,18
2025-01-02,10,Hinjewadi,HIN_J01,1365,12,91
2025-01-02,10,Kothrud,KOT_J01,615,32,41
2025-01-02,10,Swargate,SWA_J01,645,57,43
2025-01-02,10,Koregaon Park,KOR_J01,690,34,46
2025-01-02,10,Hadapsar,HAD_J01,1485,10,99
2025-01-02,10,Viman Nagar,VIM_J01,315,49,21
2025-01-02,11,Hinjewadi,HIN_J01,1440,7,96
2025-01-02,11,Kothrud,KOT_J01,495,52,33
2025-01-02,11,Swargate,SWA_J01,675,34,45
2025-01-02,11,Koregaon Park,KOR_J01,720,48,48
2025-01-02,11,Hadapsar,HAD_J01,1290,7,86
2025-01-02,11,Viman Nagar,VIM_J01,360,31,24
2025-01-02,12,Hinjewadi,HIN_J01,540,55,36
2025-01-02,12,Kothrud,KOT_J01,720,35,48
2025-01-02,12,Swargate,SWA_J01,405,37,27
2025-01-02,12,Koregaon Park,KOR_J01,735,31,49
2025-01-02,12,Hadapsar,HAD_J01,450,31,30
2025-01-02,12,Viman Nagar,VIM_J01,315,39,21
2025-01-02,13,Hinjewadi,HIN_J01,345,32,23
2025-01-02,13,Kothrud,KOT_J01,525,31,35
2025-01-02,13,Swargate,SWA_J01,285,54,19
2025-01-02,13,Koregaon Park,KOR_J01,405,34,27
2025-01-02,13,Hadapsar,HAD_J01,720,30,48
2025-01-02,13,Viman Nagar,VIM_J01,225,32,15
2025-01-02,14,Hinjewadi,HIN_J01,150,54,10
2025-01-02,14,Kothrud,KOT_J01,720,48,48
2025-01-02,14,Swargate,SWA_J01,465,47,31
2025-01-02,14,Koregaon Park,KOR_J01,330,48,22
2025-01-02,14,Hadapsar,HAD_J01,570,58,38
2025-01-02,14,Viman Nagar,VIM_J01,375,35,25
2025-01-02,15,Hinjewadi,HIN_J01,150,31,10
2025-01-02,15,Kothrud,KOT_J01,630,55,42
2025-01-02,15,Swargate,SWA_J01,525,46,35
2025-01-02,15,Koregaon Park,KOR_J01,465,38,31
2025-01-02,15,Hadapsar,HAD_J01,255,34,17
2025-01-02,15,Viman Nagar,VIM_J01,255,51,17
2025-01-02,16,Hinjewadi,HIN_J01,450,34,30
2025-01-02,16,Kothrud,KOT_J01,480,41,32
2025-01-02,16,Swargate,SWA_J01,270,57,18
2025-01-02,16,Koregaon Park,KOR_J01,735,49,49
2025-01-02,16,Hadapsar,HAD_J01,165,31,11
2025-01-02,16,Viman Nagar,VIM_J01,210,36,14
2025-01-02,17,Hinjewadi,HIN_J01,360,37,24
2025-01-02,17,Kothrud,KOT_J01,195,30,13
2025-01-02,17,Swargate,SWA_J01,285,43,19
2025-01-02,17,Koregaon Park,KOR_J01,435,41,29
2025-01-02,17,Hadapsar,HAD_J01,225,52,15
2025-01-02,17,Viman Nagar,VIM_J01,450,35,30
2025-01-02,18,Hinjewadi,HIN_J01,1425,12,95
2025-01-02,18,Kothrud,KOT_J01,510,40,34
2025-01-02,18,Swargate,SWA_J01,555,42,37
2025-01-02,18,Koregaon Park,KOR_J01,615,34,41
2025-01-02,18,Hadapsar,HAD_J01,1470,6,98
2025-01-02,18,Viman Nagar,VIM_J01,480,35,32
2025-01-02,19,Hinjewadi,HIN_J01,1290,11,86
2025-01-02,19,Kothrud,KOT_J01,240,37,16
2025-01-02,19,Swargate,SWA_J01,255,39,17
2025-01-02,19,Koregaon Park,KOR_J01,630,36,42
2025-01-02,19,Hadapsar,HAD_J01,1350,5,90
2025-01-02,19,Viman Nagar,VIM_J01,555,40,37
2025-01-02,20,Hinjewadi,HIN_J01,1425,11,95
2025-01-02,20,Kothrud,KOT_J01,615,40,41
2025-01-02,20,Swargate,SWA_J01,255,33,17
2025-01-02,20,Koregaon Park,KOR_J01,330,53,22
2025-01-02,20,Hadapsar,HAD_J01,1335,5,89
2025-01-02,20,Viman Nagar,VIM_J01,420,36,28
2025-01-02,21,Hinjewadi,HIN_J01,1365,7,91
2025-01-02,21,Kothrud,KOT_J01,450,46,30
2025-01-02,21,Swargate,SWA_J01,435,46,29
2025-01-02,21,Koregaon Park,KOR_J01,525,45,35
2025-01-02,21,Hadapsar,HAD_J01,1290,11,86
2025-01-02,21,Viman Nagar,VIM_J01,735,52,49
2025-01-02,22,Hinjewadi,HIN_J01,570,58,38
2025-01-02,22,Kothrud,KOT_J01,375,40,25
2025-01-02,22,Swargate,SWA_J01,420,56,28
2025-01-02,22,Koregaon Park,KOR_J01,585,44,39
2025-01-02,22,Hadapsar,HAD_J01,240,58,16
2025-01-02,22,Viman Nagar,VIM_J01,480,53,32
2025-01-02,23,Hinjewadi,HIN_J01,270,52,18
2025-01-02,23,Kothrud,KOT_J01,555,53,37
2025-01-02,23,Swargate,SWA_J01,210,46,14
2025-01-02,23,Koregaon Park,KOR_J01,555,40,37
2025-01-02,23,Hadapsar,HAD_J01,615,48,41
2025-01-02,23,Viman Nagar,VIM_J01,360,51,24
2025-01-03,0,Hinjewadi,HIN_J01,180,49,12
2025-01-03,0,Kothrud,KOT_J01,615,31,41
2025-01-03,0,Swargate,SWA_J01,735,40,49
2025-01-03,0,Koregaon Park,KOR_J01,585,37,39
2025-01-03,0,Hadapsar,HAD_J01,390,50,26
2025-01-03,0,Viman Nagar,VIM_J01,630,57,42
2025-01-03,1,Hinjewadi,HIN_J01,240,58,16
2025-01-03,1,Kothrud,KOT_J01,615,56,41
2025-01-03,1,Swargate,SWA_J01,255,33,17
2025-01-03,1,Koregaon Park,KOR_J01,570,32,38
2025-01-03,1,Hadapsar,HAD_J01,510,49,34
2025-01-03,1,Viman Nagar,VIM_J01,645,49,43
2025-01-03,2,Hinjewadi,HIN_J01,240,33,16
2025-01-03,2,Kothrud,KOT_J01,735,37,49
2025-01-03,2,Swargate,SWA_J01,510,32,34
2025-01-03,2,Koregaon Park,KOR_J01,465,44,31
2025-01-03,2,Hadapsar,HAD_J01,375,46,25
2025-01-03,2,Viman Nagar,VIM_J01,270,47,18
2025-01-03,3,Hinjewadi,HIN_J01,360,35,24
2025-01-03,3,Kothrud,KOT_J01,315,47,21
2025-01-03,3,Swargate,SWA_J01,480,46,32
2025-01-03,3,Koregaon Park,KOR_J01,660,57,44
2025-01-03,3,Hadapsar,HAD_J01,360,47,24
2025-01-03,3,Viman Nagar,VIM_J01,345,53,23
2025-01-03,4,Hinjewadi,HIN_J01,690,38,46
2025-01-03,4,Kothrud,KOT_J01,480,31,32
2025-01-03,4,Swargate,SWA_J01,225,41,15
2025-01-03,4,Koregaon Park,KOR_J01,600,36,40
2025-01-03,4,Hadapsar,HAD_J01,555,59,37
2025-01-03,4,Viman Nagar,VIM_J01,585,42,39
2025-01-03,5,Hinjewadi,HIN_J01,330,33,22
2025-01-03,5,Kothrud,KOT_J01,405,47,27
2025-01-03,5,Swargate,SWA_J01,435,36,29
2025-01-03,5,Koregaon Park,KOR_J01,420,50,28
2025-01-03,5,Hadapsar,HAD_J01,660,52,44
2025-01-03,5,Viman Nagar,VIM_J01,315,38,21
2025-01-03,6,Hinjewadi,HIN_J01,330,39,22
2025-01-03,6,Kothrud,KOT_J01,405,30,27
2025-01-03,6,Swargate,SWA_J01,420,38,28
2025-01-03,6,Koregaon Park,KOR_J01,615,38,41
2025-01-03,6,Hadapsar,HAD_J01,165,58,11
2025-01-03,6,Viman Nagar,VIM_J01,735,58,49
2025-01-03,7,Hinjewadi,HIN_J01,690,46,46
2025-01-03,7,Kothrud,KOT_J01,285,47,19
2025-01-03,7,Swargate,SWA_J01,675,55,45
2025-01-03,7,Koregaon Park,KOR_J01,525,40,35
2025-01-03,7,Hadapsar,HAD_J01,705,43,47
2025-01-03,7,Viman Nagar,VIM_J01,420,52,28
2025-01-03,8,Hinjewadi,HIN_J01,390,39,26
2025-01-03,8,Kothrud,KOT_J01,570,45,38
2025-01-03,8,Swargate,SWA_J01,285,51,19
2025-01-03,8,Koregaon Park,KOR_J01,375,46,25
2025-01-03,8,Hadapsar,HAD_J01,150,30,10
2025-01-03,8,Viman Nagar,VIM_J01,225,44,15
2025-01-03,9,Hinjewadi,HIN_J01,1455,13,97
2025-01-03,9,Kothrud,KOT_J01,525,32,35
2025-01-03,9,Swargate,SWA_J01,330,30,22
2025-01-03,9,Koregaon Park,KOR_J01,285,44,19
2025-01-03,9,Hadapsar,HAD_J01,1455,6,97
2025-01-03,9,Viman Nagar,VIM_J01,240,45,16
2025-01-03,10,Hinjewadi,HIN_J01,1410,13,94
2025-01-03,10,Kothrud,KOT_J01,210,44,14
2025-01-03,10,Swargate,SWA_J01,600,52,40
2025-01-03,10,Koregaon Park,KOR_J01,210,52,14
2025-01-03,10,Hadapsar,HAD_J01,1380,7,92
2025-01-03,10,Viman Nagar,VIM_J01,210,50,14
2025-01-03,11,Hinjewadi,HIN_J01,1380,11,92
2025-01-03,11,Kothrud,KOT_J01,555,53,37
2025-01-03,11,Swargate,SWA_J01,315,55,21
2025-01-03,11,Koregaon Park,KOR_J01,735,50,49
2025-01-03,11,Hadapsar,HAD_J01,1395,12,93
2025-01-03,11,Viman Nagar,VIM_J01,255,43,17
2025-01-03,12,Hinjewadi,HIN_J01,660,40,44
2025-01-03,12,Kothrud,KOT_J01,195,46,13
2025-01-03,12,Swargate,SWA_J01,435,49,29
2025-01-03,12,Koregaon Park,KOR_J01,630,55,42
2025-01-03,12,Hadapsar,HAD_J01,225,59,15
2025-01-03,12,Viman Nagar,VIM_J01,705,30,47
2025-01-03,13,Hinjewadi,HIN_J01,405,43,27
2025-01-03,13,Kothrud,KOT_J01,480,34,32
2025-01-03,13,Swargate,SWA_J01,555,39,37
2025-01-03,13,Koregaon Park,KOR_J01,150,50,10
2025-01-03,13,Hadapsar,HAD_J01,555,35,37
2025-01-03,13,Viman Nagar,VIM_J01,480,53,32
2025-01-03,14,Hinjewadi,HIN_J01,195,51,13
2025-01-03,14,Kothrud,KOT_J01,555,40,37
2025-01-03,14,Swargate,SWA_J01,225,59,15
2025-01-03,14,Koregaon Park,KOR_J01,720,42,48
2025-01-03,14,Hadapsar,HAD_J01,705,56,47
2025-01-03,14,Viman Nagar,VIM_J01,240,59,16
2025-01-03,15,Hinjewadi,HIN_J01,630,31,42
2025-01-03,15,Kothrud,KOT_J01,195,54,13
2025-01-03,15,Swargate,SWA_J01,525,37,35
2025-01-03,15,Koregaon Park,KOR_J01,330,34,22
2025-01-03,15,Hadapsar,HAD_J01,390,59,26
2025-01-03,15,Viman Nagar,VIM_J01,660,55,44
2025-01-03,16,Hinjewadi,HIN_J01,540,53,36
2025-01-03,16,Kothrud,KOT_J01,690,37,46
2025-01-03,16,Swargate,SWA_J01,405,49,27
2025-01-03,16,Koregaon Park,KOR_J01,300,41,20
2025-01-03,16,Hadapsar,HAD_J01,600,50,40
2025-01-03,16,Viman Nagar,VIM_J01,675,43,45
2025-01-03,17,Hinjewadi,HIN_J01,540,37,36
2025-01-03,17,Kothrud,KOT_J01,645,44,43
2025-01-03,17,Swargate,SWA_J01,525,54,35
2025-01-03,17,Koregaon Park,KOR_J01,270,42,18
2025-01-03,17,Hadapsar,HAD_J01,555,40,37
2025-01-03,17,Viman Nagar,VIM_J01,630,55,42
2025-01-03,18,Hinjewadi,HIN_J01,1305,9,87
2025-01-03,18,Kothrud,KOT_J01,240,59,16
2025-01-03,18,Swargate,SWA_J01,720,33,48
2025-01-03,18,Koregaon Park,KOR_J01,675,34,45
2025-01-03,18,Hadapsar,HAD_J01,1305,14,87
2025-01-03,18,Viman Nagar,VIM_J01,420,47,28
2025-01-03,19,Hinjewadi,HIN_J01,1395,10,93
2025-01-03,19,Kothrud,KOT_J01,420,52,28
2025-01-03,19,Swargate,SWA_J01,510,33,34
2025-01-03,19,Koregaon Park,KOR_J01,495,49,33
2025-01-03,19,Hadapsar,HAD_J01,1275,6,85
2025-01-03,19,Viman Nagar,VIM_J01,270,40,18
2025-01-03,20,Hinjewadi,HIN_J01,1365,13,91
2025-01-03,20,Kothrud,KOT_J01,375,52,25
2025-01-03,20,Swargate,SWA_J01,360,31,24
2025-01-03,20,Koregaon Park,KOR_J01,255,45,17
2025-01-03,20,Hadapsar,HAD_J01,1335,13,89
2025-01-03,20,Viman Nagar,VIM_J01,465,47,31
2025-01-03,21,Hinjewadi,HIN_J01,1470,5,98
2025-01-03,21,Kothrud,KOT_J01,555,43,37
2025-01-03,21,Swargate,SWA_J01,630,45,42
2025-01-03,21,Koregaon Park,KOR_J01,675,36,45
2025-01-03,21,Hadapsar,HAD_J01,1335,10,89
2025-01-03,21,Viman Nagar,VIM_J01,480,38,32
2025-01-03,22,Hinjewadi,HIN_J01,615,35,41
2025-01-03,22,Kothrud,KOT_J01,615,49,41
2025-01-03,22,Swargate,SWA_J01,465,33,31
2025-01-03,22,Koregaon Park,KOR_J01,150,56,10
2025-01-03,22,Hadapsar,HAD_J01,165,41,11
2025-01-03,22,Viman Nagar,VIM_J01,180,48,12
2025-01-03,23,Hinjewadi,HIN_J01,165,53,11
2025-01-03,23,Kothrud,KOT_J01,495,35,33
2025-01-03,23,Swargate,SWA_J01,150,30,10
2025-01-03,23,Koregaon Park,KOR_J01,615,30,41
2025-01-03,23,Hadapsar,HAD_J01,675,44,45
2025-01-03,23,Viman Nagar,VIM_J01,270,49,18
2025-01-04,0,Hinjewadi,HIN_J01,210,40,14
2025-01-04,0,Kothrud,KOT_J01,240,32,16
2025-01-04,0,Swargate,SWA_J01,735,41,49
2025-01-04,0,Koregaon Park,KOR_J01,195,50,13
2025-01-04,0,Hadapsar,HAD_J01,195,55,13
2025-01-04,0,Viman Nagar,VIM_J01,495,33,33
2025-01-04,1,Hinjewadi,HIN_J01,645,33,43
2025-01-04,1,Kothrud,KOT_J01,630,35,42
2025-01-04,1,Swargate,SWA_J01,690,51,46
2025-01-04,1,Koregaon Park,KOR_J01,465,39,31
2025-01-04,1,Hadapsar,HAD_J01,285,47,19
2025-01-04,1,Viman Nagar,VIM_J01,300,33,20
2025-01-04,2,Hinjewadi,HIN_J01,735,47,49
2025-01-04,2,Kothrud,KOT_J01,360,31,24
2025-01-04,2,Swargate,SWA_J01,315,35,21
2025-01-04,2,Koregaon Park,KOR_J01,150,37,10
2025-01-04,2,Hadapsar,HAD_J01,690,41,46
2025-01-04,2,Viman Nagar,VIM_J01,555,35,37
2025-01-04,3,Hinjewadi,HIN_J01,660,37,44
2025-01-04,3,Kothrud,KOT_J01,540,41,36
2025-01-04,3,Swargate,SWA_J01,360,39,24
2025-01-04,3,Koregaon Park,KOR_J01,675,38,45
2025-01-04,3,Hadapsar,HAD_J01,360,39,24
2025-01-04,3,Viman Nagar,VIM_J01,375,30,25
2025-01-04,4,Hinjewadi,HIN_J01,615,41,41
2025-01-04,4,Kothrud,KOT_J01,420,52,28
2025-01-04,4,Swargate,SWA_J01,390,31,26
2025-01-04,4,Koregaon Park,KOR_J01,315,49,21
2025-01-04,4,Hadapsar,HAD_J01,150,36,10
2025-01-04,4,Viman Nagar,VIM_J01,630,49,42
2025-01-04,5,Hinjewadi,HIN_J01,615,38,41
2025-01-04,5,Kothrud,KOT_J01,300,48,20
2025-01-04,5,Swargate,SWA_J01,630,33,42
2025-01-04,5,Koregaon Park,KOR_J01,645,56,43
2025-01-04,5,Hadapsar,HAD_J01,705,43,47
2025-01-04,5,Viman Nagar,VIM_J01,405,41,27
2025-01-04,6,Hinjewadi,HIN_J01,420,34,28
2025-01-04,6,Kothrud,KOT_J01,495,35,33
2025-01-04,6,Swargate,SWA_J01,690,45,46
2025-01-04,6,Koregaon Park,KOR_J01,435,58,29
2025-01-04,6,Hadapsar,HAD_J01,480,49,32
2025-01-04,6,Viman Nagar,VIM_J01,180,47,12
2025-01-04,7,Hinjewadi,HIN_J01,165,38,11
2025-01-04,7,Kothrud,KOT_J01,330,55,22
2025-01-04,7,Swargate,SWA_J01,450,52,30
